customer_message,clean_customer_message
/start_conversation,/stả_convẻation
Shop có ghế ô tô nào dưới 2tr ko ạ,shop có ghế ô tô nào dưới 2 triệu không ạ
/start_conversation,/stả_convẻation
Bên shop còn bộ đồ chơi này ko ạ ,bên shop còn bộ đồ chơi này không ạ
Cho m xin giá,cho mình xin giá
Shop m có bán ghế ngồi xe máy hay đai ngồi xe máy cho bé k ạ,shop mình có bán ghế ngồi xe máy hay đai ngồi xe máy cho bé không ạ
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Bộ này mà giửi lên phú thọp Thì ship tầm bn ạ ,bộ này mà giửi lên phú thọp thì ship tầm bao nhiêu ạ
/start_conversation,/stả_convẻation
Shop cho m hỏi shop có bộ bàn ghế ăn va địu đi xe máy cho bé 2 tuổi k gửi mẹ với,shop cho mình hỏi shop có bộ bàn ghế ăn va địu đi xe máy cho bé 2 tuổi không gửi mẹ với
Địu cho bé đi xe máy có k ạ,địu cho bé đi xe máy có không ạ
/start_conversation,/stả_convẻation
Giá s dạ shop ơi ,giá s dạ shop ơi
"Okie để mình tham khảo
Bên bạn có bô cho bé ko",okie để mình tham khảo bên bạn có bô cho bé không
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Mình chưa tìm thấy,mình chưa tìm thấy
Shop có sẵn xe lắc Holla ko ạ?,shop có sẵn xe lắc holla không ạ
/start_conversation,/stả_convẻation
Tủ gấu kub giá bn ạ?,tủ gấu kub giá bao nhiêu ạ
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Tủ xanh bạn ơi ,tủ xanh bạn ơi
/start_conversation,/stả_convẻation
cHÓ BÔNG NÀY bn VẬY SHOP ,chó bông này bao nhiêu vậy shop
/start_conversation,/stả_convẻation
/start_conversation,/stả_convẻation
shop mình địa chỉ ở đâu vậy ban,shop mình địa chỉ ở đâu vậy bạn
Cái này còn ko b ,cái này còn không bạn
B ơi mình có đặt đơn này bên b ,bạn ơi mình có đặt đơn này bên bạn
Mà mình chưa thấy giao hàng,mà mình chưa thấy giao hàng
Báo giá cho mình với ạh ,báo giá cho mình với ạh
báo giá cho mình ,báo giá cho mình
Báo giá cho mình với ,báo giá cho mình với
Báo giá cho mình sp này ,báo giá cho mình sản phẩm này
Có bảo hành ko ạ,có bảo hành không ạ
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Máy tạo ẩm khuếch tán babynoow,máy tạo ẩm khuếch tán babynoow
ghế này dành cho bé trong độ tuổi bao nhiêu vậy ạ ,ghế này dành cho bé trong độ tuổi bao nhiêu vậy ạ
/start_conversation,/stả_convẻation
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
"Vẫn còn xe màu trắng chứ bạn
Mình muốn ship luôn trong hnay",vẫn còn xe màu trắng chứ bạn mình muốn ship luôn trong hôm nay
Bàn học lego giá bnhieu shop,bàn học lego giá bao nhiêu shop
/start_conversation,/stả_convẻation
Cho e hỏi mastela màu ghi giá bn ạ,cho em hỏi mastela màu ghi giá bao nhiêu ạ
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Mastela 07110 màu ghi ạ,mastela 07110 màu ghi ạ
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
/start_conversation,/stả_convẻation
báo giá cho mình ,báo giá cho mình
Shop còn máy giặt này không ,shop còn máy giặt này không
Cho em link shopee máy hút mũi comfy ạ,cho em link shopee máy hút mũi comfy ạ
B còn xe này k ,bạn còn xe này không
Giá bn b,giá bao nhiêu bạn
/start_conversation,/stả_convẻation
Shop còn màu hồng k ạ,shop còn màu hồng không ạ
Mình muốn mua máy hút mũi cho bé ,mình muốn mua máy hút mũi cho bé
Cả 2 giá bn ạ ,cả 2 giá bao nhiêu ạ
Ship bn ạ..mình ở quảng bình,ship bao nhiêu ạ mình ở quảng bình
Cầu trượt này bn vậy shop ,cầu trượt này bao nhiêu vậy shop
Có gập gọn vào đc ko ạ,có gập gọn vào được không ạ
Cho mk xin giá ghế ô tô,cho mình xin giá ghế ô tô
Xe này bn ?,xe này bao nhiêu
"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/3103025341"", ""product_id"": ""https://shopee.vn/product/36371562/3103025341""}",/quẻ_knơedge_bá ủ https //shopê vn/product/36371562/3103025341 product_id https //shopê vn/product/36371562/3103025341
/start_conversation,/stả_convẻation
Shop cho mình hỏi,shop cho mình hỏi
Shop có bán phụ kiện máy hút sữa medela pump ko ạ,shop có bán phụ kiện máy hút sữa medela pump không ạ
B ơi còn k ? Ship giúp mình ,bạn ơi còn không ship giúp mình
/start_conversation,/stả_convẻation
lo,lo
"Ltrc mình có mua máy xay nutri xay hấp đa năng ý
Bne b có phụ kiện thay thế k",ltrc mình có mua máy xay nutri xay hấp đa năng ý bne bạn có phụ kiện thay thế không
/start_conversation,/stả_convẻation
Bộ này là shop bán từng mảnh Hay 1 bộ? ,bộ này là shop bán từng mảnh hay 1 bộ
/start_conversation,/stả_convẻation
Cho chị hỏi sp này giá thế nào ạh ,cho chị hỏi sản phẩm này giá thế nào ạh
/start_conversation,/stả_convẻation
"Ad ơi, cho mình xin giá xe đẩy gấp gọn Vinng nhé",ad ơi cho mình xin giá xe đẩy gấp gọn vinng nhé
Xe này bn S ,xe này bao nhiêu s
Shop còn cái này k ạ ,shop còn cái này không ạ
/start_conversation,/stả_convẻation
Cho mình hỏi ghế ăn bột,cho mình hỏi ghế ăn bột
Giá bn ,giá bao nhiêu
/start_conversation,/stả_convẻation
Shop cho e hỏi shop còn ghế ăn dặm mastela k ạ ,shop cho em hỏi shop còn ghế ăn dặm mastela không ạ
/start_conversation,/stả_convẻation
"B ơi
Bên b còn ghế oto cho bé k",bạn ơi bên bạn còn ghế oto cho bé không
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Chị ơi xe này giá bn ạ,chị ơi xe này giá bao nhiêu ạ
2 ghế này còn k b? Sd cho bé đến mấy tuổi vậy b? ,2 ghế này còn không bạn sử dụng cho bé đến mấy tuổi vậy bạn
/start_conversation,/stả_convẻation
Shop ơi shop còn ghế nhún jumperoo màu cam ko ,shop ơi shop còn ghế nhún jumperoo màu cam không
Ghế có đc bảo hành ko ạ,ghế có được bảo hành không ạ
/start_conversation,/stả_convẻation
"/query_knowledge_base{""object_type"": ""noi"",""attribute"": ""sells"",""flag"": ""start_conversation""}",/quẻ_knơedge_bá object_type noi attribute sells flag stả_convẻation
cũi nhựa,cũi nhựa
Bộ này bnhieu thế c ơi ,bộ này bao nhiêu thế chị ơi
"Giá từ 550k là sao c nhỉ
Giá theo size hay j hả v",giá từ 550k là sao chị nhỉ giá treo size hay gì hả vậy
Size nhỏ là 550k đúng k c,size nhỏ là 550k đúng không chị
Shop ơi bên m còn xe đẩy đôi ko ạ?,shop ơi bên mình còn xe đẩy đôi không ạ
cầu trượt bập bênh giá bn vậy shop,cầu trượt bập bênh giá bao nhiêu vậy shop
Bên e còn xe này màu xanh k ,bên em còn xe này màu xanh không
Xe này màu xanh còn k ,xe này màu xanh còn không
Xe này còn k e ,xe này còn không em
/start_conversation,/stả_convẻation
Minh xin gia nhe ,mình xin giá nhé
Gối này có chống bẹp đầu ko ạ ,gối này có chống bẹp đầu không ạ
Shop ơi,shop ơi
Shop có xe đạp cho bé 3 tuổi ko ạ?,shop có xe đạp cho bé 3 tuổi không ạ
Báo giá giúp mình ,báo giá giúp mình
"Hãng j e
Có bền ko
Đánh dc như đàn bt à",hãng gì em có bền không bánh được như đàn bt à
/start_conversation,/stả_convẻation
ghế có o sai gon ko shop,ghế có ở sài gòn không shop
kệ này bao nhiêu vạy shop có màu đen k nhỉ ,kệ này bao nhiêu vạy shop có màu đen không nhỉ
"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/531395704"", ""product_id"": ""https://shopee.vn/product/36371562/531395704""}",/quẻ_knơedge_bá ủ https //shopê vn/product/36371562/531395704 product_id https //shopê vn/product/36371562/531395704
/start_conversation,/stả_convẻation
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Này ạ ,này ạ
/start_conversation,/stả_convẻation
shop có xe tập đi cho bé ko,shop có xe tập đi cho bé không
xe tròn,xe tròn
11 th đi đc chưa ạ,11 th đi được chưa ạ
Đàn piano fai ko shop,đàn piano phải không shop
Minh day co phai la gia tiên đàn piano cho bé ko,mình đây có phải là giá tiền đàn piano cho bé không
/start_conversation,/stả_convẻation
bên minh có đai tập đi cho bé không ạ,bên mình có đai tập đi cho bé không ạ
inbox giúp mình giá đi shop ơi tks shop ,inbox giúp mình giá đi shop ơi thanks shop
"b ơi mẫu ntn bên b có bán k ak
giá bn ạ",bạn ơi mẫu như thế nào bên bạn có bán không à giá bao nhiêu ạ
/start_conversation,/stả_convẻation
Cho m xin giá nha ,cho mình xin giá nha
Máy này là máy tiệt trùng khô à c,máy này là máy tiệt trùng khô à chị
Shop còn sản phẩm này k ah,shop còn sản phẩm này không ạ
/start_conversation,/stả_convẻation
Còn ghế rung joie k b,còn ghế rung joie không bạn
Shop ơi?,shop ơi
Alo,alo
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Sp này có mấy mầu em,sản phẩm này có mấy mầu em
/start_conversation,/stả_convẻation
Báo giá m bộ quây cũi nhựa với ạ,báo giá mình bộ quây cũi nhựa với ạ
Cầu trượt giá ntnao b ơi ,cầu trượt giá ntnao bạn ơi
Shop ơi chị có thể đặt xe đẩy đôi dùng cho 2 bé sinh đôi k?,shop ơi chị có thể đặt xe đẩy đôi dùng cho 2 bé xinh đôi không
Cho em xin giá ạ ,cho em xin giá ạ
Kệ ikea bnh v ạ,kệ ikea bao nhiêu vậy ạ
Kệ 3 tầng màu xanh ikea bnh v ạ,kệ 3 tầng màu xanh ikea bao nhiêu vậy ạ
/start_conversation,/stả_convẻation
"Chị ơi
Nhà mình có xe đẩy Beko đúng ko ak",chị ơi nhà mình có xe đẩy beko đúng không à
"Em hỏi chút là so với Vovo xe này thích hơn ko ạ
Em đang cân nhắc 2 xe
Thấy có mỗi shop mình có",em hỏi chút là sổ với vovo xe này thích hơn không ạ em đang cân nhắc 2 xe thấy có mỗi shop mình có
xe này có trên shopppe chưa ak ,xe này có trên shopee chưa à
"/disagree{""object_type"": null}",/dígrê object_type null
/connect_employee,/connect_employê
/start_conversation,/stả_convẻation
Shop ơi Bạn còn balo này k ,shop ơi bạn còn balo này không
Bộ bảng gỗ chữ và số giá ntn ạ?,bộ bằng gỗ chữ và số giá như thế nào ạ
"/confirm_object_type{""object_type"": ""bo_ban_ghe""}",/confỉ_object_type object_type bo_ban_ghe
Bộ đồ chơi chữ và số cơ ạ,bộ đồ chơi chữ và số cơ ạ
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Kệ chữ A còn k bạn,kệ chữ a còn không bạn
ship ve vt mat phi ko shop,ship về vt mat phi không shop
Bộ này còn k e ,bộ này còn không em
Giá bnhieu b? Ship thạch bàn bnhieu ạ?,giá bao nhiêu bạn ship thạch bàn bao nhiêu ạ
/start_conversation,/stả_convẻation
giá bao nhiêu vậy shop? ,giá bao nhiêu vậy shop
cầu trượt này nữa ? ,cầu trượt này nữa
Shop ơi,shop ơi
Bên mình đang giảm giá các mặt hàng ạ,bên mình đang giảm giá các mặt hàng ạ
"Bàn ghế đa năng Lego Holla  chính hãng / Mẫu Gấu - Tặng bộ Xếp hình xịn sò hẳn #160 miếng các mẹ nha
giá bao nhiêu em
có ảnh 160 miếng xếp hình ko em",bàn ghế đa năng lego holla chính hãng / mẫu gấu - tặng bộ xếp hình xịn sò hẳn 160 miếng các mẹ nha giá bao nhiêu em có ảnh 160 miếng xếp hình không em
Ship cho mình máy hút mũi này nhé ,ship cho mình máy hút mũi này nhé
"Ngõ giữa- thôn Giao Tất A- xã kim Sơn- gia lâm
0398026665",ngõ giữa- thôn giao tất a- xã kim sơn- gia lâm 0398026665
/start_conversation,/stả_convẻation
"Shop bán hộp hút chân ko
Trữ sữa đug k ah?",shop bán hộp hút chân không trữ sữa đug không ạ
??,
Bên mình có bộ đồ bếp bằng gỗ ko Sh,bên mình có bộ đồ bếp bằng gỗ không shop
/start_conversation,/stả_convẻation
Chị có thể cho tôi xem mẫu và màu của cầu trượt cùng báo giá ko ?,chị có thể cho tôi xem mẫu và màu của cầu trượt cũng báo giá không
Tôi đã nhắn chị trong zalo .,tối đã nhận chị trong zalo
Cho chi đặt một chiếc,cho chị đặt một chiếc
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
3t chạy dc ko shop? ,3t chạy được không shop
C ơi,chị ơi
E chưa thấy trả lời tn của e ạ,em chưa thấy trả lời thế nào của em ạ
"b ơi
m ko nhận đx tin nhắn của bên b",bạn ơi mình không nhận đx tin nhắn của bên bạn
"Em
Ship c
Cái ghế
Vs cái nhúng nhúng đi em",em ship chị cái ghế với cái nhún nhún đi em
"https://minio.dev.ftech.ai/salebot-report-v1-de20ab19/703d88ed37f7948f895b3a07422b199026e88472bb8bdd81dfe06f0db341a24b.jpg
giá bn ạ",https //minio dev ftech ai/salebot-repỏ-v1-de20ab19/703d88ed37f7948f895b3a07422b199026e88472bb8bđ1dfe06f0db341a24b jpg giá bao nhiêu ạ
Cho mình giá ạ ,cho mình giá ạ
/start_conversation,/stả_convẻation
Cho e xin giá 2sp với ạ ,cho em xin giá 2sp với ạ
Bên mình có ship đi tỉnh k ak,bên mình có ship đi tỉnh không à
B ơi,bạn ơi
Cho mình giá nha,cho mình giá nha
Cho m xin giá đàn ah ,cho mình xin giá đàn ạ
"Shop ơi, có bán miếng lót bồn cầu cho em bé đi vệ sinh ko?",shop ơi có bán miếng lót bồn cầu cho em bé đi vệ sinh không
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Cho c xin giá máy tạo ẩm với,cho chị xin giá máy tạo ẩm với
/start_conversation,/stả_convẻation
"Chào shop
Shop có xe cho bé ngồi sau oto ko?",chào shop shop có xe cho bé ngồi sau oto không
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Giờ m đặt shopee có giao kịp hnay k b,giờ mình đặt shopee có giao kịp hôm nay không bạn
Bạn ơi cho mình hỏi này bao nhiêu ạ?,bạn ơi cho mình hỏi này bao nhiêu ạ
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Với bộ này luôn ạ ,với bộ này luôn ạ
Mẫu kệ này bnh ạ? ,mẫu kệ này bao nhiêu ạ
/start_conversation,/stả_convẻation
b ơi m muốn mua ghế này ,bạn ơi mình muốn mua ghế này
m ở Hà Giang phí ship thế nào ạ,mình ở hà giang phí ship thế nào ạ
còn ghế màu này k shop ơi ,còn ghế màu này không shop ơi
Cho mình xin giá bô ạ ,cho mình xin giá bộ ạ
/start_conversation,/stả_convẻation
Cho mình xinh giá chắn giường ạ ,cho mình xin giá chắn giường ạ
Bao tiền bô vậy shop ,bao tiền bộ vậy shop
/start_conversation,/stả_convẻation
"Shop ơi, shop cho e hỏi, xe đẩy vinng 1 chiều màu đen bên shop còn hàng k ạ",shop ơi shop cho em hỏi xe đẩy vinng 1 chiều màu đen bên shop còn hàng không ạ
Giá sao vậy shop,giá sao vậy shop
Bô bn b ,bộ bao nhiêu bạn
/start_conversation,/stả_convẻation
Nôi này còn Ko ạ ,nôi này còn không ạ
Bn ạ,bao nhiêu ạ
/start_conversation,/stả_convẻation
Shop còn đàn k ạ ,shop còn đàn không ạ
Hnay mình có ship hàng k ạ,hôm nay mình có ship hàng không ạ
"Ghế ngồi oto này phù hợp cho bé đến mấy tuổi , bn kg b? ",ghế ngồi oto này phù hợp cho bé đến mấy tuổi bao nhiêu kg bạn
/start_conversation,/stả_convẻation
Cho mình hỏi giá bộ này với ạ ,cho mình hỏi giá bộ này với ạ
/start_conversation,/stả_convẻation
Cho mình 1 số mẫu thảm silicon,cho mình 1 số mẫu thảm silicon
/start_conversation,/stả_convẻation
