sentence,og_sentence,kmeans_cluster,x,y
nhà mình bé nên không dùng được loại to,Nhà mình bé nên ko dùng đc loại to,4,-76.087807,-1.21584
quây nhựa không cod loại nhỏ ạ bạn,Quây nhựa ko cod loại nhỏ ah bạn,3,12.087636,-21.51273
mình lấy size này thì bộ này,Mình lấy size này thì & bộ này,1,-51.799252,-47.203102
thảm silicon bên mình có loại nào ạ,Thảm silicon bên mình có loại nào ạ,1,-18.568483,-57.766651
cái trong clip có con sư tử ấn vào bụng ra nước,Cái trong clip có con sư tử ấn vào bụng ra nước,0,46.326946,7.772087
bao giad caid nay cho mình luion shop,Baod giad caid nay cho m luion sh,0,43.759827,20.972126
mình ở sài gòn,M ở SG,2,31.825356,57.007351
uii,Uii,5,63.986137,-52.9557
địa cháu em nhờ tìm hộ em nhớ ra nhìn thấy nhà mình đang,Đứa cháu e nhờ tìm hộ. E nhớ ra nhìn thấy nhà mình đăng,2,21.090113,42.204079
224/39/18 duong so 8 p binh hung hoa quan binh tan,224/39/18 duong so 8. P binh hung hoa quan binh tan,5,42.449848,-38.924541
trước 0933148212,Truc 0933148212,0,81.193619,27.352444
nhựa deo phải không shop,Nhua deo pk shop,3,16.063791,17.798769
thanh này bằng silicol phai không shop,Thap nay bang silicon phai ko shop,3,29.897186,-9.37323
thế ạ,Thế ạ,1,-3.071984,-78.60611
0394381889,0394381889,5,67.9114,-41.522366
nếu mà lấy thì nah sẽ báo lại nhé,nêu mà lấy thì nah sẽ báo lại nhé,2,-9.624571,27.574936
ạ sợ hàng nó không chuyển mua về lại nhanh hỏng ấy thôi,"a sợ hàng nó k chuẩn , mua về lại nhanh hỏng ấy thôi",2,-26.898127,24.339222
khoan nhỉ,khoai nhỉ :(,0,72.375671,3.994068
hay mình phải tự lắp,hay mình phải tự lắp,4,-51.245441,-19.345884
và đã lắp sẵn chưa,và đã lắp sẵn chưa,3,-5.076117,10.662041
trung quốc à bạn,Trung quốc à bạn,3,-18.60029,9.077724
hàng này là của nước nào đó shop,hàng này là của nước nào đó shop,1,-25.310486,-69.233772
mình ở thành hoá,Mình ở Thanh Hoá,2,-2.127207,77.85923
nay hết rồi ạ,Nay hết rồi ạ?,4,-67.172752,40.829082
mình thấy chị mình mới mua có đợt sale mà nhỉ,Mình thấy chị mình mới mua có đợt sale mà nhỉ,4,-44.114555,-1.197114
cả bộ bàn này nữa ạ,Cả bộ bàn này nữa ạ,1,-18.912651,-65.520279
bên mình gửi hàng qua bên vận chuyển nào vậy ạ,Bên mình gửi hàng qua bên vận chuyển nào vậy ạ,1,-36.40078,-44.049965
mình muốn mua thêm 1 cái,Mình muốn mua thêm 1 cái,1,-57.744709,-36.365429
đang đi du lịch tiện ý,Mang đi du lịch tiện ý,0,56.081944,27.160828
oh tiếc quá hết hàng rồi,Oh tiếc quá hết hàng rồi,0,28.799212,32.786453
bộ bàn ghế,Bộ Bàn Ghế,1,-15.19962,-50.424576
mình lấy 1 gấu vàng,Mình lấy 1 gấu vàng,3,29.169222,6.754265
mình nhận ở van quán hà đông,Mình nhận ở văn quán hà đông,2,16.288687,77.703995
mình muốn hỏi mẫu nay,Mình muốn hỏi mẫu nayg,4,-58.484768,-6.172719
2 thanh 2m nhé chị,2 thanh 2m nhé chị,1,-27.630678,-22.830467
cho giao sớm giúp em nhé,Chị giao sớm giúp e nhé,4,-60.21666,16.90082
em gửi ạ,E gửi ạ,4,-69.875137,-20.161879
em mua 2 thanh ạ,E mua 2 thanh ạ,4,-68.131195,-31.23134
bộ này ngoài bếp ra có các đồ gì đi kèm,Bộ này ngoài bếp ra có các đồ gì đi kèm?,3,5.738791,-25.258368
bạn gửi link cho mình sản phẩm hết hàng rồi mình không mua được,Bạn gửi link cho mình sp hết hàng rồi mình ko mua đc,4,-56.46595,-12.805481
ôi mình thấy để ở ảnh là đã bán hết nên mãi chưa đặt,Ôi mình thấy để ở ảnh là đã bán hết nên mãi chưa đặt,4,-26.833618,20.218288
bạn không báo già ad,B k báo già ad,0,44.392693,31.111923
mình muốn mua thêm ghế ăn dặm cho bé,Mình muốn mua thêm ghế ăn dặm cho bé,1,-28.529634,-18.953661
mình mua tặng nên shop chân bộ nào không móp méo giúp mình nhé,mình mua tặng nên shop chọn bộ nào ko móp méo giúp mình nhé,3,-7.035435,-4.582361
đây ạ,đây ạ,1,-5.811944,-36.792049
mẫu với 3 bộ ạ,mẫu voi 3 bộ ạ,1,-22.667248,-68.403191
vân ạ,vaagn ạ,3,34.407555,-12.963315
ad mình thấy euì ạ,Ad mình thấy euif ạ,0,30.565981,11.453081
mình gửi ảnh euì à,Mình gửi ảnh euif ak,3,18.571606,7.945796
vũng tàu ạh,Vũng tàu ạh,5,37.864059,-56.17231
loại tốt hả shop,Loại tốt hả shop,1,-7.286459,-45.128002
cho bé trai ạh,Cho bé trai ạh,0,45.26783,15.696768
bên mình cod loại nào vậy sj,Bên mình cod loại nào v sj,3,27.634144,-28.032816
còn loại kia thì thế nào ạ,Còn loại kia thì thế nào ạ?,1,-3.800868,-71.40345
cho mình hỏi,Cko mình hỏi,1,-75.492767,-47.908875
chứ mua vậy mình không chưa mua của shop bao giờ nên không yên tâm,Chứ mua vậy mình k chưa mua của shop bao giờ. Nên k yên tâm,4,-43.468102,2.424668
không nhận hàng rồi thanh toán hả shop,K nhận hàng rồi thanh toán hả sh,4,-52.367413,30.340616
thấy trên tiki vẫn bán mà shop,Thấy trên tiki vẫn bán mà shop,4,-47.773071,-18.498331
tại trên tiki thì không hỗ trợ giao ạ,Tại trên tiki thì k hỗ trợ giao ạ,2,1.976412,37.881851
cố gắng giao trong hôm nay giúp mình được không bạn,Cố gắng giao trong hnay giúp mình đc ko b,2,-17.725435,53.244125
20b ngách 466/67 ngô gia tự long biên,20b ngách 466/67 ngô gia tự long biên,0,50.071838,52.01923
mình thấy trên tiki là 1390k,Mình thấy trên tiki là 1390k,3,-7.735508,-6.622269
mình ở ngô gia tự long biên,Mình ở ngô gia tự long biên,2,-0.943378,64.817413
mình thâdy tiki báo shop còn hàng,Mình thâdy tiki báo shop còn hàng,3,-0.771932,8.268839
mình mua giùm cho chị mình để tiện giặt đồ cho em bé,m mua giùm cho c m để tiện giặt đồ cho e bé,3,-26.595184,-11.599405
bạn thông cảm giúp mình,b thông cảm giúp m,2,10.640759,30.839966
chị gởi nhanh giùm em nha,C gởi nhanh giùm e nha,0,36.933083,13.396029
khoảng mấy ngày tới ạ,khoảng mấy ngày tới ạ,2,1.583384,39.155579
không gởi nhanh được ạ,k gởi nhanh đc ạ,2,-1.381773,39.300137
mình giao về vẫn quán hà đông,"Mình giao về Văn Quán, Hà Đông",2,-13.797228,70.673347
mình lấy viền xanh,Mình lấy viền xanh,0,46.487972,18.240883
cho mình hình,Cho mình hình,1,-67.166489,-46.052849
hàng về nữa không à,Hàng về nưa k ak?,4,-78.206589,8.031928
ở q bình tân,Ở q.bình tân,2,-0.807675,74.191063
bữa nay không bán pkien nữa hả bạn thaks bạn nhé,Bữa nay k bán pkien nữa hả b. Thaks b nhé,3,15.332071,20.838661
phụ kiện của máy hút sữa medela pump ấy,Phụ kiện của máy hút sữa medela pump ấy,0,38.835041,7.264013
cho mình hỏi,Cho mình hỏi,1,-75.277954,-48.108456
uh bạn,Uh b,3,-2.854049,15.092496
không sao đâu,K sao đâu,4,-53.127769,31.793764
có tàu vào,Co tàu vào,3,2.999345,-15.857136
sợ cua ai bạn nhỉ,Số cua ai b nhi,0,43.268768,1.769303
gối nằm,Goi nam,5,40.3927,-47.025742
có gối chua,Co goi chua,0,83.655151,10.087724
phòng nao co hang bao cho,Chung nao co hang bao cho,0,66.860321,24.910507
thoi,Thoi.,5,44.293121,-68.115829
bạn đổi giúp mình nhé,B đổi giúp mình nhé,4,-59.342892,18.120182
yên tầm 1-2 tiếng nữa mình mới nhận được hàng,Nên tầm 1-2 tiếng nữa mình mới nhận đc hàng,2,7.401192,39.833012
zaracos 666,Zaracos 666,5,57.58139,-61.611397
hàng có chưa vậy bạn,Hàng có chưa vậy b,4,-75.085121,10.552356
sao link này mình vào không được,Sao link này mình vào k đc,4,-66.30101,6.597762
đây bạn,Đây b,3,-21.320778,3.796292
hoặc là giao luôn hoặc là thôi bạn nhé,Hoặc là giao luôn hoặc là thôi b nhé,4,-39.936451,7.774548
thế bạn đã giao chưa,Thế b đã giao chưa,4,-36.497372,9.226533
ơ báo gì nữa bạn,Ơ báo gì nữa b,3,9.097373,-21.055424
đừng để như lần trước,Đừng để như lần trc,3,25.986609,-15.397627
bảng,Bảng,0,84.369904,15.219503
to mỹ đình plaza 2 số 2 nguyễn hoàng mỹ đình hà nội 097 2964194 - mai,"Toà mỹ đình plaza2, số 2 nguyễn hoàng, mỹ đình, hn. 097 2964194 - Mai",2,15.529885,75.571434
tớ gửi nhe,T gui nhe,2,-6.349293,29.139719
có bạn nhé,Có b nhe,4,-70.768127,-25.408751
tớ lấy cái này là,T lay cai nay la,1,-52.050865,-47.269955
à nhầm 560,À nham 560,0,83.56852,13.214528
559k chu bạn,559k chu b,0,87.766899,4.912747
to mỹ đình plaza 2,Toà mỹ đình plaza 2,0,52.65609,41.001625
giao ở mỹ đình plaza 2,Giao o mỹ đình plaza2,2,30.48185,52.466602
mình lấy 1 bàn nhạc tập đứng thôi à,Mình lấy 1 bàn nhạc tập đứng thôi ak,3,11.815804,-1.217559
mình tổng,Mình tặng,3,-7.153869,1.111613
không à,K ak,4,-84.01886,10.469036
lúc trước em có mua máy pha sữa tiny bên shop à,Lúc trước e có mua máy pha sữa tiny bên shop ak,3,-3.268535,-8.588085
vậy mình đặt qua tiki,Vậy mình đặt qua tiki,4,-36.771809,21.858244
mình lấy 1 cái,Mình lấy 1 cái,1,-57.722061,-37.184174
bữa mình quên nhắn lại,Bữa mình quên nhắn lại,0,44.880756,23.733425
429k hay 499k bạn,429k hay 499k bạn,0,60.265697,3.093472
tớ đặt rồi,Tớ đặt rồi,4,-56.54882,6.895785
loại bình có thể tháo rời,Loại bánh có thể tháo rời,3,19.614367,-17.134178
500k - 1m,500k - 1M,2,26.760477,76.560249
odẻ được kh shop,Oder dc kh shop,0,60.318939,33.223915
shop mình có cái này kh ạ,Shop minh co cai nay kh ah,1,-18.134727,-50.816952
gửi được này cho mình ạ,Gửi đc này cho mình ah,4,-70.937996,-29.592712
hồng ngố nguyễn thị ánh hồng - 0975725893 nguyễn thị ánh hồng qtdnd hải trạch xã hải phú huyện bố trạch tỉnh quảng bình,"Hồng Ngố
Nguyễn thị Ánh Hồng - 0975725893
Nguyễn thị ánh Hồng. Qtdnd Hải Trạch xã Hải Phú, huyện bố Trạch tỉnh quảng bình",0,37.205181,53.146633
lấy mình bộ này nhé,Lấy mình bộ này nhé,1,-54.970932,-44.968121
cho mình xin kích thước bộ này với ạ,Cho mình xin kích thước bộ này với ah,5,18.72529,-68.273254
sau đó thành toán thì tự động trừ qua thẻ ngân hàng đúng không chị,Sau đó thanh toán thì tự động trừ qua thẻ ngân hàng đúng k c,2,21.631094,51.036205
cái này đang ký hoàn toàn qua phần mềm phải không ạ,Cái này đăng ký hoàn toàn qua phần mềm phải k ạ,3,21.637167,-5.364287
agribank ạ,Agribank ạ,0,70.291908,3.881248
không được chị ạ,K đc c ạ,4,-87.313843,9.48002
em thanh toán qua tiền mặt ạ,E thanh toán qua tiền mặt ạ,3,-12.909888,13.084283
21 nguyễn trãi đông hà quảng trị,"21 nguyễn trãi, đông hà, quảng trị",0,51.887802,60.63295
bộ ăn dặm heinz,Bột ăn dặm heinz,0,66.997093,8.507692
thế giờ mình đặt qua đây ạ,Thế giờ mình đặt qua đây ạ,1,-46.983139,-23.899914
chế hẳn nào tìm mãi không thấy,Thế hẳn nào tìm mãi ko thấy,0,52.038406,-3.95433
mình tìm không thấy,Mình tìm ko thấy,4,-68.177162,1.372474
thế sao bạch tuộc đắt hơn cua nhỉ,Thế sao bạch tuộc đắt hơn cua nhỉ,0,68.050262,0.25537
bạch tuộc cũng chạy bằng pin ạ,Bạch tuộc cũng chạy bằng pin ạ,0,65.718269,15.958567
bạch tuộc cũng thế ạ,Bạch tuộc cũng thế ạ,0,50.01939,-10.692095
chỉ là khác mình thôi ạ,chỉ là khác hình thôi ạ,1,-33.625038,-52.870144
của tạo bọt với bạch tuộc tạo bọt khác nhau thế nào ạ,cua tạo bọt với bạch tuộc tạo bọt khác nhau tn ạ,0,58.955551,-4.971443
cho bé nằm,Cho bé nằm,3,-24.881721,-9.158921
phải order ạ thế không kịp mất hĩ,Phải order ạ thế ko kịp mất hix,3,40.035328,-10.172054
mình nhầm cứ nghĩ số 500 âu cơ,Mình nhầm cứ nghĩ số 500 âu cơ,0,49.797123,39.567039
không tìm được nên lại về,Ko tìm đc nên lại về,4,-66.0532,23.984228
mình vừa qua,Mình vừa qua,4,-44.652851,19.963737
hay là mặt đường đê ạ,Hay là mặt đường đê ạ,1,-23.24856,-36.87669
bên mình là chỗ nào âu cơ ạ,Bên mình là chỗ nào âu cơ ạ?,1,-14.473916,-44.089039
như hình này nhé,như hình này nhé,1,-8.588506,-68.103104
mình muốn mua quá,mình muốn mua quá,1,-64.897644,-33.081127
754 tôn đức thắng thôn cam bình xã tân phước thị xã lagi bình thuờng,"754 tôn đức thắng, thôn cam bình, xã tân phước, thị xã lagi bình thuận",0,52.208321,52.084026
mẫu này,mẫu này,1,-12.161053,-68.302948
cạ,cạ,5,77.417015,-44.153683
900 cũng được,900 cũng dc,0,27.773161,34.513672
vay chị gủi ảnh giúp em loại 2-3m ý ạ,Vag. C gủi ảnh giúp e loại 2-3m ý ạ,3,24.361912,-0.134895
bạn có 1 loại quạt này thôi à,B có 1 loại quạt này thôi ak,1,-4.428952,-49.857121
không,Ko,4,-94.330521,11.935554
bạn còn quạt này,B còn quạt này,3,20.045403,-31.246624
hải phòng bạn nhé,Hải phòng b nhe,2,-1.519696,24.298359
hương số 12a c55 ngõ 315 đà nẵng cầu tre ngô quyền 033 8866886,"Hương
Số 12A,C55 ngõ 315 đà nẵng, cầu tre, ngô quyền
033.8866886",0,91.359871,23.99579
cho mình canh tien đỏ,Cho minh canh tien đỏ,0,76.660263,23.394873
cho mình canh mau hồng,Cho minh cánh mau hồng,0,44.164238,16.006073
1m - 2m,1M - 2M,2,23.628771,74.16861
quây,Quây,3,3.564033,-31.390635
quây toy house,Quây toy house,0,89.729492,2.596678
lấy hộp đẹp chị còn đem tặng nhé,lấy hộp đẹp chị còn đem tặng nhé,3,29.707651,10.02571
số nhà 105 ngách 124/22 nhé nhà gần đầu ngõ có cây tre to trước cửa,"số nhà 105 ngách 124/22 nhé (nhà gần đầu ngõ, có cây tre to trước cửa)",2,10.601401,53.045025
đàn cẩn thận cho ông em nhé,dán cẩn thận cho Ông em nhé,0,49.60564,16.865589
loại gấp hay cuộn,Loại gấp hay cuộn,3,32.058361,-20.899504
hãng nào em,Hãng nào em,1,0.328925,-61.683258
hàng này hàn quốc hay trung quốc,Hàng này HQ hay TQ?,3,15.319187,-7.683651
1 nguyễn văn tố 0902284683,"1 Nguyễn Văn Tố, 0902284683",0,33.566059,49.603149
mình đang ở chỗ phố cổ gần mạn cửa hàng bạn,Mình đang ở chỗ phố cổ gần mạn cửa hàng bạn,2,6.844203,61.033051
2tr1 bạn nhỉ,2tr1 bạn nhỉ,3,43.382988,-11.575425
chắc cũng ú có vấn đề,Chắc cổng USB có vde,0,55.983746,3.371901
tớ thử máy khác,T thử máy khác,3,4.700008,-4.964733
mình cắm máy cố định không vào điện,M cắm máy cố định k vào điện,2,4.102233,31.230326
sạc thì cắm máy laptop mới vào điện à,Sạc thì cắm máy laptop mới vào điện à,0,30.744547,23.281343
bạn ui,B ui,3,41.457508,-12.988997
0986255049,0986255049,5,71.408394,-47.392544
tớ có nhé,T có nhé,4,-70.220856,-25.091459
không thấy nút bấm nên hỏi,K thấy nút bấm nên hỏi,2,7.912259,37.159969
vì tớ chưa kịp sạc pin,Vì t chưa kịp sạc pin,0,40.25528,31.721716
mở ra là nó sáng à,Mở ra là nó sáng à,4,-26.023315,9.685003
cái máy tiệt khuẩn mini dụng như thế nào nhỉ,Cái máy diệt khuẩn mini dụng ntn nhỉ,5,21.594152,-38.705002
bạn ui,B ui,3,41.457508,-12.988997
bạn gửi giúp mình clip hoặc hướng dẫn lắp nếu có nhé,Bạn gửi giúp mình clip hoặc hướng dẫn lắp (nếu có) nhé,2,7.77598,24.859264
mình là xinh 0389592686,Mình là Linh 0389592686,0,57.550056,13.217644
số 13 lô 3b trung yên 6 khu đô thị trung yên trung hoàn cầu giấy,"Số 13, lô 3b, Trung Yên 6, khu đô thị Trung Yên, Trung Hoà, Cầu Giấy",0,36.737782,50.618698
đỏ,đỏ,5,44.838272,-67.630569
bạn ô,b ô,3,14.65053,16.130905
giao luôn jup mình nhé,giao luôn jup m nhé,2,-13.55624,44.925522
0976439988,0976439988,5,69.423546,-27.370962
sản 18 ngõ 158 hoàng văn thái,sn 18 ngõ 158 hoàng văn thái,2,7.808425,63.124405
cho mình canh sách sản phẩm nhé,Cho mình danh sách sản phẩm nhé,3,19.017117,5.322619
bạn bán những gì thế,Bạn bán những gì thế?,1,-1.693367,-61.476276
bạn có những sản phẩm gì,bạn có những sản phẩm gì,1,-18.044136,-59.466801
hàng ò mình đã gửi chưa bạn,Hàng of mình đã gửi chưa bạn,2,-11.746427,38.030293
đúng rồi bạn,Đúng rồi bạn,4,-70.844002,15.896094
mình ở lâm đồng,Mình ở lâm đồng,2,9.4156,60.907841
mình lấy bóng gỗ chữ,Mình lấy bảng gỗ chữ,3,18.662138,3.923716
mình nhận hàng rồi nhed,Mình nhận hàng rồi nhed,2,-16.173418,41.707977
loại này,Loại này,1,-12.200718,-69.464127
toàn bị muộn,toàn bị muộn,0,58.870193,40.119831
chị mua bên em mấy lần rồi,c mua bên e mấy lần r,4,-55.464405,4.754739
dụng dễ rmuộ hơn,đừng đê rmuoojn hơn,0,85.392052,14.308125
nhớ giao đơn cho chị nhé,nhớ giao đơn cho c nhé,2,-26.013382,38.325077
được em sang mai nhé em,"đc em, sáng mai nhé e",4,-55.337761,34.579597
mình về hà đông,mình về hà đông,2,-19.360966,76.07737
bạn sắp xếp giúp mfinh,bạn sắp xếp giúp mfinh,0,81.782387,26.209522
ngoài giờ mình không nhận được đâu,ngoài giờ mình k nhận đc đâu,4,-48.037212,37.197876
mình nhận trong giờ hành chính nhé,mình nhận trong giờ hành chính nhé,4,-56.493057,39.33947
